Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing costs,Defect rates,Transportation modes,Routes,Costs,Inspection results
Haircare,SKU-000330,114.66,0,110,12612.6,604,24.24,303,4.71,Amazon Logistics,54.26,Supplier E,New York,2874,41.59,2.63,Air,Route A,56.15,Pass
Cosmetics,SKU-000331,26.53,1,173,4589.69,507,12.37,94,7.05,DHL,38.47,Supplier C,Miami,3537,65.13,0.71,Road,Route D,209.81,Fail
Haircare,SKU-000332,87.61,0,383,33554.63,138,22.77,185,14.99,DHL,27.24,Supplier A,Boston,3457,16.94,5.42,Air,Route A,176.46,Pass
Skincare,SKU-000333,80.81,1,156,12606.36,709,4.64,208,4.08,UPS,9.73,Supplier D,Seattle,2977,92.95,8.89,Rail,Route B,168.04,Fail
Accessories,SKU-000334,59.35,1,73,4332.55,144,23.41,97,2.45,Amazon Logistics,30.51,Supplier D,Seattle,2523,20.04,6.76,Rail,Route B,150.14,Fail
Fragrances,SKU-000335,147.45,0,100,14745.0,501,7.87,40,9.19,DHL,67.15,Supplier B,Boston,4814,126.21,2.5,Road,Route A,369.11,Pass
Haircare,SKU-000336,104.22,0,126,13131.72,477,20.64,585,7.84,DHL,55.69,Supplier B,Seattle,3247,123.11,5.74,Air,Route B,88.14,Pass
Skincare,SKU-000337,25.4,0,363,9220.2,200,17.41,203,8.34,UPS,94.68,Supplier H,Miami,1132,82.37,9.43,Sea,Route C,383.72,Pass
Fragrances,SKU-000338,51.83,1,276,14305.08,563,27.95,241,10.34,USPS,42.65,Supplier C,San Francisco,2954,25.47,7.23,Rail,Route C,362.04,Pass
Accessories,SKU-000339,139.82,1,319,44602.58,425,12.23,347,4.74,DHL,70.92,Supplier G,Miami,3040,8.71,6.89,Air,Route D,162.86,Fail
Fragrances,SKU-000340,24.46,0,182,4451.72,71,2.92,198,13.75,FedEx,51.49,Supplier G,Dallas,3801,120.52,9.68,Road,Route C,163.78,Pass
Skincare,SKU-000341,171.73,0,56,9616.88,932,1.56,131,7.1,FedEx,53.69,Supplier D,Atlanta,4170,92.02,7.99,Road,Route C,332.99,Pass
Fragrances,SKU-000342,104.08,1,149,15507.92,362,24.98,78,2.81,USPS,30.44,Supplier A,San Francisco,3232,108.08,1.37,Sea,Route E,392.98,Pass
Cosmetics,SKU-000343,101.31,0,255,25834.05,889,16.22,346,11.39,Amazon Logistics,48.22,Supplier F,Houston,3560,49.05,3.48,Rail,Route E,444.42,Fail
Fragrances,SKU-000344,122.56,1,158,19364.48,568,23.48,210,10.0,UPS,49.72,Supplier A,Houston,2023,78.87,9.65,Sea,Route E,433.46,Pass
Haircare,SKU-000345,166.69,1,255,42505.95,255,7.8,219,5.42,FedEx,72.13,Supplier H,San Francisco,733,113.34,4.9,Sea,Route E,484.2,Pass
Haircare,SKU-000346,76.08,0,404,30736.32,424,11.01,331,9.7,FedEx,94.36,Supplier A,Miami,4203,72.07,1.12,Sea,Route B,311.62,Pass
Cosmetics,SKU-000347,138.82,0,496,68854.72,500,1.87,54,4.08,USPS,36.29,Supplier C,Chicago,1492,92.2,4.59,Sea,Route D,458.9,Pass
Skincare,SKU-000348,117.49,0,485,56982.65,675,28.88,398,7.23,Amazon Logistics,9.01,Supplier C,Atlanta,3546,119.51,6.97,Road,Route D,413.83,Fail
Haircare,SKU-000349,60.74,0,14,850.36,833,20.37,406,13.59,Amazon Logistics,52.15,Supplier E,Boston,3198,36.21,9.98,Rail,Route C,452.6,Pass
Accessories,SKU-000350,176.94,1,474,83869.56,644,28.06,256,2.87,USPS,56.72,Supplier H,Miami,161,14.56,3.24,Sea,Route D,55.23,Pass
Haircare,SKU-000351,161.51,1,193,31171.43,228,8.7,538,6.41,FedEx,21.0,Supplier A,San Francisco,2569,82.11,5.14,Rail,Route C,484.66,Pass
Haircare,SKU-000352,135.11,1,29,3918.19,259,18.73,302,12.5,UPS,77.24,Supplier G,Chicago,1917,14.01,8.8,Road,Route D,263.09,Pass
Skincare,SKU-000353,171.61,0,434,74478.74,549,20.68,20,14.57,FedEx,98.57,Supplier G,Miami,732,116.15,3.55,Road,Route A,409.18,Fail
Fragrances,SKU-000354,174.79,1,55,9613.45,513,10.21,483,7.35,Amazon Logistics,94.85,Supplier H,Chicago,4987,109.29,1.09,Air,Route A,107.24,Pass
Haircare,SKU-000355,144.59,0,21,3036.39,889,25.6,249,8.1,FedEx,23.73,Supplier A,San Francisco,2698,132.85,9.49,Air,Route D,228.17,Pass
Cosmetics,SKU-000356,169.03,0,79,13353.37,173,28.47,191,9.01,UPS,88.16,Supplier C,Miami,3551,97.74,4.88,Rail,Route B,172.16,Pass
Fragrances,SKU-000357,142.52,0,26,3705.52,162,26.66,106,14.05,DHL,71.93,Supplier C,New York,1400,14.74,5.03,Air,Route C,181.25,Fail
Accessories,SKU-000358,139.23,0,380,52907.4,61,22.43,572,13.01,FedEx,48.12,Supplier E,Seattle,2753,41.71,6.21,Sea,Route D,105.47,Pass
Skincare,SKU-000359,127.54,0,156,19896.24,175,9.05,142,3.39,USPS,56.36,Supplier E,San Francisco,1554,122.15,0.04,Rail,Route C,412.59,Fail
Accessories,SKU-000360,153.02,0,163,24942.26,614,9.17,317,7.11,DHL,85.71,Supplier B,Houston,1238,29.23,9.31,Road,Route E,54.16,Pass
Fragrances,SKU-000361,40.13,1,313,12560.69,380,28.94,594,7.5,USPS,50.61,Supplier H,Houston,3292,106.28,3.61,Road,Route D,190.63,Pass
Fragrances,SKU-000362,177.37,0,117,20752.29,950,1.3,503,12.05,USPS,40.45,Supplier D,Atlanta,4720,118.14,3.97,Sea,Route B,128.48,Fail
Fragrances,SKU-000363,175.65,1,245,43034.25,332,21.77,184,9.44,USPS,51.86,Supplier A,Los Angeles,2310,52.87,1.74,Air,Route E,315.07,Pass
Accessories,SKU-000364,15.56,1,317,4932.52,189,21.48,402,10.16,FedEx,60.02,Supplier H,Houston,4982,51.73,3.78,Rail,Route D,164.41,Pass
Fragrances,SKU-000365,166.91,0,361,60254.51,450,19.06,228,14.97,Amazon Logistics,22.96,Supplier G,Los Angeles,3859,85.88,8.04,Rail,Route A,166.55,Pass
Accessories,SKU-000366,34.49,0,79,2724.71,951,29.71,451,2.05,DHL,90.59,Supplier A,New York,3129,129.89,8.0,Sea,Route D,269.75,Fail
Fragrances,SKU-000367,73.67,0,192,14144.64,146,10.04,408,4.12,UPS,69.05,Supplier E,San Francisco,1460,37.47,9.36,Air,Route A,343.71,Fail
Cosmetics,SKU-000368,151.27,1,259,39178.93,566,10.86,579,6.71,Amazon Logistics,65.16,Supplier E,Chicago,2526,141.48,4.03,Rail,Route A,104.59,Pass
Fragrances,SKU-000369,40.54,0,237,9607.98,618,3.29,243,5.87,FedEx,14.45,Supplier B,Atlanta,4368,91.87,7.09,Sea,Route D,128.98,Pass
Accessories,SKU-000370,165.41,1,111,18360.51,973,13.84,22,1.3,USPS,62.4,Supplier D,Seattle,163,148.86,5.07,Rail,Route D,161.23,Pass
Haircare,SKU-000371,168.11,0,84,14121.24,895,8.57,391,2.28,UPS,16.49,Supplier B,Boston,1445,17.99,8.04,Road,Route A,488.19,Pass
Fragrances,SKU-000372,106.42,0,426,45334.92,118,10.96,465,10.53,DHL,12.48,Supplier G,Los Angeles,1074,23.35,7.13,Rail,Route C,228.72,Pass
Haircare,SKU-000373,11.21,1,455,5100.55,167,25.2,135,13.31,Amazon Logistics,55.09,Supplier D,Seattle,4261,124.86,3.68,Rail,Route E,319.55,Pass
Cosmetics,SKU-000374,64.54,1,225,14521.5,937,28.13,289,8.2,Amazon Logistics,43.26,Supplier F,Atlanta,3728,130.39,3.37,Rail,Route B,158.69,Fail
Skincare,SKU-000375,127.22,0,416,52923.52,108,6.39,466,8.55,UPS,60.94,Supplier A,Atlanta,1722,69.59,2.52,Air,Route D,270.71,Pass
Cosmetics,SKU-000376,196.43,1,408,80143.44,82,11.8,387,4.57,FedEx,13.48,Supplier B,Houston,557,108.54,5.77,Air,Route E,83.35,Pass
Fragrances,SKU-000377,130.04,1,420,54616.8,367,27.93,272,11.75,DHL,45.94,Supplier E,Seattle,3430,130.8,9.64,Sea,Route E,65.63,Fail
Haircare,SKU-000378,59.36,1,212,12584.32,99,2.79,336,11.53,UPS,21.6,Supplier B,Miami,1840,11.25,2.0,Air,Route C,260.93,Pass
Haircare,SKU-000379,130.46,1,201,26222.46,929,3.68,434,9.24,USPS,98.77,Supplier F,Dallas,3126,88.22,0.95,Rail,Route E,229.4,Pass
Accessories,SKU-000380,112.6,1,258,29050.8,538,5.72,114,3.98,DHL,58.31,Supplier B,Atlanta,2054,128.75,1.19,Rail,Route D,111.6,Pass
Haircare,SKU-000381,158.17,0,251,39700.67,68,18.26,43,2.36,Amazon Logistics,70.31,Supplier A,Los Angeles,379,62.73,7.83,Air,Route E,359.42,Pass
Accessories,SKU-000382,30.33,0,474,14376.42,775,5.36,69,1.9,UPS,35.91,Supplier F,Boston,2491,48.85,3.5,Air,Route D,496.81,Pass
Skincare,SKU-000383,154.6,1,188,29064.8,246,29.07,521,9.3,Amazon Logistics,14.0,Supplier H,Boston,1140,120.38,2.24,Rail,Route D,228.04,Fail
Fragrances,SKU-000384,112.84,0,446,50326.64,940,13.95,517,12.55,Amazon Logistics,97.71,Supplier H,New York,1061,53.69,3.53,Rail,Route A,331.05,Pass
Accessories,SKU-000385,192.97,0,471,90888.87,499,15.54,354,13.02,Amazon Logistics,32.19,Supplier H,New York,3945,5.46,6.45,Road,Route C,483.34,Pass
Skincare,SKU-000386,74.96,1,228,17090.88,608,8.15,98,7.49,FedEx,45.26,Supplier E,Houston,1317,144.14,5.47,Sea,Route B,424.19,Pass
Haircare,SKU-000387,130.2,0,91,11848.2,728,14.66,46,11.98,Amazon Logistics,66.74,Supplier E,Miami,3320,90.86,7.44,Air,Route A,258.6,Fail
Haircare,SKU-000388,187.09,1,101,18896.09,501,20.2,290,14.26,USPS,7.35,Supplier H,Houston,474,123.83,3.39,Sea,Route B,381.87,Pass
Skincare,SKU-000389,29.48,1,444,13089.12,338,22.78,581,4.85,USPS,81.97,Supplier H,Boston,4230,124.67,4.52,Rail,Route D,107.66,Pass
Haircare,SKU-000390,188.07,0,184,34604.88,190,22.86,266,6.57,DHL,55.97,Supplier H,Chicago,1492,14.63,1.02,Sea,Route A,280.45,Pass
Skincare,SKU-000391,140.7,1,248,34893.6,133,17.76,406,14.04,Amazon Logistics,31.43,Supplier C,Boston,2176,29.77,0.73,Air,Route E,175.58,Pass
Accessories,SKU-000392,22.89,1,269,6157.41,743,27.23,578,5.74,Amazon Logistics,10.85,Supplier H,Atlanta,874,50.11,4.62,Air,Route E,122.52,Pass
Accessories,SKU-000393,67.18,1,400,26872.0,440,24.7,380,13.79,UPS,20.44,Supplier F,Seattle,4416,51.5,3.02,Sea,Route B,241.83,Fail
Skincare,SKU-000394,144.55,1,374,54061.7,640,22.95,507,14.73,FedEx,90.03,Supplier C,Seattle,3524,100.52,6.13,Air,Route D,108.96,Pass
Accessories,SKU-000395,22.8,1,172,3921.6,264,2.61,371,10.27,DHL,70.17,Supplier C,Atlanta,2223,95.35,0.43,Road,Route B,364.54,Pass
Accessories,SKU-000396,120.61,0,57,6874.77,575,1.2,275,12.44,Amazon Logistics,28.74,Supplier A,Atlanta,4689,76.72,1.22,Rail,Route C,255.31,Pass
Accessories,SKU-000397,75.72,0,338,25593.36,264,7.16,241,11.49,UPS,11.23,Supplier B,Boston,3693,35.63,8.65,Rail,Route E,289.02,Fail
Cosmetics,SKU-000398,127.97,1,337,43125.89,452,20.24,20,10.79,FedEx,70.61,Supplier E,Seattle,379,60.39,5.66,Air,Route A,115.87,Fail
Fragrances,SKU-000399,18.69,1,125,2336.25,177,12.92,565,5.3,DHL,59.38,Supplier E,Seattle,4941,83.82,7.12,Rail,Route A,112.9,Pass
Haircare,SKU-000400,175.59,0,438,76908.42,871,12.67,465,1.8,DHL,43.43,Supplier B,San Francisco,2911,72.86,8.42,Road,Route A,312.54,Pass
Cosmetics,SKU-000401,194.96,1,346,67456.16,526,26.65,98,5.8,Amazon Logistics,39.54,Supplier E,Seattle,2442,23.46,4.64,Air,Route E,493.25,Pass
Accessories,SKU-000402,194.09,0,346,67155.14,809,26.97,255,10.34,DHL,25.6,Supplier B,Atlanta,1574,99.18,7.61,Road,Route D,93.31,Fail
Skincare,SKU-000403,152.43,1,378,57618.54,453,27.37,353,2.44,UPS,68.61,Supplier F,New York,1957,15.59,5.25,Road,Route E,178.58,Pass
Accessories,SKU-000404,34.72,1,234,8124.48,78,10.1,368,1.17,DHL,97.21,Supplier A,Miami,2989,59.84,2.23,Rail,Route E,441.26,Fail
Fragrances,SKU-000405,154.07,1,361,55619.27,841,21.04,117,2.96,USPS,21.69,Supplier H,Chicago,1159,107.95,3.38,Rail,Route A,82.52,Fail
Accessories,SKU-000406,14.67,1,337,4943.79,387,8.88,101,11.02,UPS,61.73,Supplier A,Atlanta,2022,7.9,4.9,Sea,Route E,444.15,Pass
Skincare,SKU-000407,14.2,1,156,2215.2,880,6.53,521,14.62,FedEx,45.3,Supplier G,Seattle,3899,87.65,3.17,Road,Route A,285.93,Pass
Fragrances,SKU-000408,71.49,1,72,5147.28,763,6.35,496,14.76,FedEx,47.44,Supplier A,Los Angeles,4692,53.51,3.36,Rail,Route D,233.72,Pass
Accessories,SKU-000409,102.84,1,303,31160.52,410,10.92,569,7.92,Amazon Logistics,29.14,Supplier B,Boston,2573,6.28,3.37,Road,Route C,189.36,Fail
Fragrances,SKU-000410,156.38,0,332,51918.16,618,13.47,33,13.17,Amazon Logistics,83.39,Supplier G,Boston,4239,32.61,1.23,Sea,Route A,183.7,Pass
Haircare,SKU-000411,139.83,0,452,63203.16,441,25.1,411,11.32,USPS,51.1,Supplier B,Miami,1951,141.44,0.85,Road,Route B,187.61,Fail
Haircare,SKU-000412,94.72,0,334,31636.48,267,4.48,366,8.01,FedEx,56.62,Supplier H,Atlanta,3641,80.57,0.46,Air,Route C,448.16,Pass
Accessories,SKU-000413,61.99,1,22,1363.78,623,22.31,329,9.02,FedEx,33.95,Supplier D,Miami,4649,149.6,1.11,Sea,Route D,375.71,Fail
Fragrances,SKU-000414,199.45,1,440,87758.0,718,16.41,405,2.92,FedEx,22.27,Supplier G,New York,694,81.1,3.44,Sea,Route C,351.38,Pass
Skincare,SKU-000415,90.97,1,198,18012.06,251,9.35,228,14.13,FedEx,13.16,Supplier H,Dallas,606,83.87,5.94,Road,Route A,409.44,Fail
Accessories,SKU-000416,95.76,1,296,28344.96,66,15.29,376,5.93,DHL,72.84,Supplier H,Houston,4989,61.82,1.88,Road,Route D,165.7,Fail
Haircare,SKU-000417,41.09,1,217,8916.53,371,9.7,587,7.25,UPS,23.64,Supplier E,Los Angeles,120,49.96,8.88,Rail,Route B,328.12,Pass
Haircare,SKU-000418,161.01,1,123,19804.23,567,18.29,113,10.4,UPS,70.56,Supplier E,Houston,1499,41.47,8.08,Air,Route A,257.03,Pass
Accessories,SKU-000419,141.8,1,489,69340.2,619,13.58,112,5.67,USPS,42.09,Supplier D,Dallas,3301,54.8,5.21,Sea,Route A,402.1,Pass
Fragrances,SKU-000420,51.95,0,31,1610.45,374,5.77,359,4.56,DHL,44.5,Supplier D,Los Angeles,2561,71.68,7.24,Sea,Route D,189.17,Pass
Haircare,SKU-000421,25.65,1,358,9182.7,461,4.38,464,9.83,FedEx,49.57,Supplier A,Houston,3778,32.84,3.66,Sea,Route D,339.43,Fail
Fragrances,SKU-000422,139.29,0,223,31061.67,367,16.85,41,1.35,FedEx,39.93,Supplier H,Los Angeles,436,37.61,0.37,Rail,Route C,447.0,Fail
Haircare,SKU-000423,134.36,0,180,24184.8,730,27.17,310,11.09,Amazon Logistics,14.56,Supplier D,Miami,1767,44.37,9.04,Air,Route B,230.97,Pass
Haircare,SKU-000424,61.92,1,332,20557.44,131,10.97,504,8.2,Amazon Logistics,34.42,Supplier B,Chicago,3676,70.14,1.28,Sea,Route C,79.98,Pass
Cosmetics,SKU-000425,190.66,1,63,12011.58,523,22.26,325,9.48,USPS,68.05,Supplier H,San Francisco,1009,99.66,9.48,Sea,Route C,282.22,Pass
Haircare,SKU-000426,38.7,0,403,15596.1,517,20.1,147,9.85,FedEx,68.25,Supplier C,Los Angeles,375,129.14,5.72,Rail,Route A,205.69,Pass
Skincare,SKU-000427,92.14,0,307,28286.98,474,28.02,292,8.38,USPS,32.19,Supplier B,Dallas,991,46.63,3.06,Road,Route D,352.5,Pass
Accessories,SKU-000428,189.29,1,329,62276.41,994,24.81,461,9.16,DHL,48.71,Supplier G,Miami,112,31.64,4.96,Sea,Route A,477.96,Fail
Accessories,SKU-000429,89.75,1,135,12116.25,780,17.43,522,10.57,UPS,23.38,Supplier D,San Francisco,4157,59.93,5.02,Air,Route B,268.52,Pass
Fragrances,SKU-000430,131.32,0,286,37557.52,738,20.05,149,11.54,FedEx,24.99,Supplier E,Miami,3125,134.69,0.23,Air,Route C,259.79,Pass
Haircare,SKU-000431,85.54,1,473,40460.42,253,27.05,151,11.18,DHL,7.19,Supplier B,New York,1073,6.43,3.55,Air,Route B,344.56,Fail
Skincare,SKU-000432,62.1,1,213,13227.3,632,12.59,501,13.17,FedEx,90.19,Supplier E,Seattle,4370,103.29,7.4,Air,Route D,96.57,Fail
Fragrances,SKU-000433,196.96,1,203,39982.88,436,10.48,409,3.65,Amazon Logistics,25.02,Supplier B,Boston,4070,74.19,5.1,Rail,Route D,164.08,Pass
Cosmetics,SKU-000434,87.77,0,178,15623.06,827,1.31,344,6.62,USPS,26.62,Supplier E,New York,1508,28.35,2.44,Sea,Route E,463.54,Pass
Fragrances,SKU-000435,179.88,0,161,28960.68,147,24.97,88,14.27,Amazon Logistics,31.56,Supplier F,Dallas,2043,51.55,3.35,Rail,Route B,351.47,Pass
Fragrances,SKU-000436,53.69,0,44,2362.36,394,24.23,467,6.55,UPS,17.1,Supplier B,Atlanta,2388,37.62,8.63,Air,Route A,56.05,Pass
Haircare,SKU-000437,50.49,1,193,9744.57,852,4.03,547,2.75,Amazon Logistics,65.73,Supplier G,Atlanta,646,132.29,5.26,Air,Route B,142.08,Pass
Cosmetics,SKU-000438,15.92,1,295,4696.4,257,17.73,184,8.36,FedEx,12.14,Supplier E,Boston,1318,74.87,5.28,Air,Route C,357.28,Pass
Fragrances,SKU-000439,133.82,0,66,8832.12,563,14.46,507,2.53,Amazon Logistics,17.75,Supplier C,Miami,1520,86.65,9.61,Rail,Route D,393.98,Fail
Skincare,SKU-000440,80.02,0,231,18484.62,685,4.44,445,3.84,FedEx,66.25,Supplier G,Chicago,1554,91.08,3.21,Air,Route D,427.94,Fail
Skincare,SKU-000441,174.23,0,312,54359.76,841,29.44,284,14.98,UPS,37.27,Supplier A,Dallas,3477,97.74,4.8,Sea,Route B,181.48,Fail
Accessories,SKU-000442,99.91,1,172,17184.52,635,7.23,361,8.58,Amazon Logistics,72.26,Supplier B,Boston,2872,76.86,8.12,Air,Route B,468.96,Pass
Cosmetics,SKU-000443,193.96,0,28,5430.88,215,2.95,297,4.98,USPS,57.96,Supplier C,San Francisco,4198,7.59,7.59,Sea,Route B,298.83,Pass
Cosmetics,SKU-000444,45.25,0,379,17149.75,71,18.25,458,14.93,USPS,29.32,Supplier A,San Francisco,2838,53.53,2.66,Sea,Route C,363.44,Pass
Accessories,SKU-000445,175.04,1,273,47785.92,203,22.43,176,14.53,USPS,66.83,Supplier B,Atlanta,3847,31.66,1.51,Air,Route C,318.53,Pass
Fragrances,SKU-000446,157.55,1,291,45847.05,988,1.94,441,7.17,Amazon Logistics,16.05,Supplier C,Seattle,1942,103.62,7.01,Rail,Route A,105.23,Pass
Cosmetics,SKU-000447,156.48,1,122,19090.56,488,20.1,270,4.65,Amazon Logistics,55.96,Supplier C,Miami,846,13.22,2.58,Road,Route B,483.4,Fail
Skincare,SKU-000448,170.51,0,497,84743.47,344,16.44,549,12.74,Amazon Logistics,46.53,Supplier G,Atlanta,2916,86.75,9.23,Road,Route A,105.29,Pass
Skincare,SKU-000449,154.59,1,336,51942.24,268,3.99,346,11.02,FedEx,30.45,Supplier F,Chicago,971,35.54,1.29,Sea,Route E,164.7,Pass
Haircare,SKU-000450,128.98,1,39,5030.22,718,6.0,116,10.62,UPS,62.38,Supplier C,Boston,594,142.58,3.18,Rail,Route C,416.13,Pass
Cosmetics,SKU-000451,34.94,0,144,5031.36,544,17.47,532,13.5,USPS,87.78,Supplier F,Los Angeles,3544,53.65,0.55,Road,Route D,328.37,Pass
Fragrances,SKU-000452,16.18,1,76,1229.68,279,9.59,235,10.65,FedEx,99.9,Supplier D,Chicago,4823,52.16,7.03,Air,Route E,427.17,Fail
Accessories,SKU-000453,184.96,0,74,13687.04,69,28.21,151,4.97,USPS,62.74,Supplier G,Los Angeles,1175,138.89,8.91,Air,Route D,282.08,Fail
Accessories,SKU-000454,127.16,0,301,38275.16,602,24.74,279,10.71,FedEx,43.45,Supplier H,Miami,4094,65.52,6.36,Sea,Route E,219.65,Pass
Fragrances,SKU-000455,161.34,1,34,5485.56,999,29.52,144,5.28,Amazon Logistics,26.39,Supplier E,Boston,4337,144.62,9.38,Rail,Route A,464.83,Pass
Haircare,SKU-000456,101.49,1,46,4668.54,197,8.53,101,11.63,USPS,29.42,Supplier G,San Francisco,145,8.5,1.29,Rail,Route A,66.31,Pass
Accessories,SKU-000457,32.29,1,10,322.9,157,29.12,302,9.68,Amazon Logistics,50.55,Supplier A,San Francisco,3156,49.42,0.88,Road,Route C,435.26,Pass
Cosmetics,SKU-000458,33.79,1,408,13786.32,452,13.51,78,2.08,USPS,39.89,Supplier E,New York,2157,101.6,8.38,Road,Route D,153.87,Pass
Haircare,SKU-000459,140.26,1,46,6451.96,645,11.08,563,8.18,DHL,91.81,Supplier E,San Francisco,763,134.17,8.56,Air,Route E,431.93,Pass
Cosmetics,SKU-000460,91.76,1,150,13764.0,532,2.46,180,5.81,FedEx,39.99,Supplier H,Dallas,4768,42.18,8.31,Sea,Route B,112.64,Pass
Skincare,SKU-000461,48.1,0,241,11592.1,416,2.53,303,5.6,DHL,40.48,Supplier F,New York,2129,139.92,7.99,Rail,Route B,311.1,Pass
Haircare,SKU-000462,103.4,0,145,14993.0,883,21.07,125,9.43,FedEx,41.44,Supplier H,New York,2796,91.15,3.62,Road,Route C,449.65,Pass
Accessories,SKU-000463,22.2,1,398,8835.6,463,14.28,124,5.51,UPS,84.48,Supplier H,San Francisco,739,121.15,2.17,Road,Route D,263.09,Fail
Haircare,SKU-000464,120.57,0,197,23752.29,358,7.57,458,11.88,USPS,66.82,Supplier E,Atlanta,2763,62.6,9.29,Sea,Route B,385.96,Pass
Haircare,SKU-000465,61.11,1,137,8372.07,851,18.81,247,1.99,UPS,63.35,Supplier C,Seattle,2845,35.77,3.07,Sea,Route C,412.1,Pass
Haircare,SKU-000466,161.54,0,210,33923.4,967,8.33,337,10.25,UPS,36.74,Supplier F,Seattle,4502,137.13,3.98,Air,Route C,381.42,Pass
Haircare,SKU-000467,68.97,0,136,9379.92,884,17.75,483,12.33,FedEx,82.7,Supplier E,Dallas,2695,140.3,7.0,Sea,Route D,466.4,Pass
Cosmetics,SKU-000468,96.49,0,266,25666.34,183,11.42,491,10.42,DHL,8.64,Supplier F,Houston,3527,77.15,2.93,Air,Route B,251.08,Pass
Skincare,SKU-000469,12.21,1,173,2112.33,768,24.88,75,7.96,Amazon Logistics,87.73,Supplier D,Atlanta,494,5.94,8.19,Air,Route B,127.91,Pass
Fragrances,SKU-000470,23.76,0,44,1045.44,332,24.8,32,14.3,FedEx,53.71,Supplier F,Houston,3697,20.92,0.7,Sea,Route B,71.51,Pass
Haircare,SKU-000471,84.57,1,203,17167.71,827,14.84,459,5.2,Amazon Logistics,42.83,Supplier B,Los Angeles,4944,88.09,7.91,Sea,Route A,160.91,Fail
Accessories,SKU-000472,101.19,0,200,20238.0,122,11.17,37,1.27,UPS,52.23,Supplier C,Atlanta,2432,8.45,6.02,Sea,Route B,114.44,Fail
Haircare,SKU-000473,124.0,0,113,14012.0,530,11.51,132,7.05,Amazon Logistics,68.4,Supplier A,Boston,429,62.55,5.73,Sea,Route E,301.08,Pass
Accessories,SKU-000474,65.42,0,32,2093.44,401,24.37,248,1.46,DHL,6.21,Supplier B,Houston,2197,48.99,4.58,Sea,Route A,133.23,Fail
Cosmetics,SKU-000475,142.05,0,274,38921.7,609,10.52,190,14.36,FedEx,87.8,Supplier B,Dallas,872,108.58,2.77,Air,Route A,67.52,Pass
Accessories,SKU-000476,173.42,0,299,51852.58,375,7.06,314,3.94,DHL,47.44,Supplier H,Dallas,1745,13.06,4.64,Road,Route A,66.2,Pass
Fragrances,SKU-000477,158.17,1,439,69436.63,794,3.46,208,12.04,DHL,37.58,Supplier H,Atlanta,1832,75.87,4.5,Rail,Route A,424.21,Pass
Skincare,SKU-000478,17.53,1,471,8256.63,492,14.53,445,11.84,FedEx,18.13,Supplier B,New York,4573,88.97,5.84,Rail,Route C,316.15,Pass
Accessories,SKU-000479,101.3,0,393,39810.9,149,14.98,98,4.05,DHL,46.75,Supplier E,Boston,1887,94.51,2.82,Air,Route E,211.14,Pass
Accessories,SKU-000480,29.94,0,269,8053.86,108,25.39,201,9.7,USPS,52.15,Supplier F,Miami,1723,63.75,0.78,Air,Route D,452.4,Pass
Skincare,SKU-000481,55.99,0,423,23683.77,557,7.42,518,1.67,USPS,43.35,Supplier F,Boston,1099,49.13,1.45,Road,Route B,81.59,Pass
Fragrances,SKU-000482,197.47,0,488,96365.36,307,12.05,90,7.77,USPS,69.47,Supplier G,Dallas,1948,103.96,6.99,Sea,Route A,491.14,Fail
Haircare,SKU-000483,37.07,1,367,13604.69,462,24.44,267,1.21,Amazon Logistics,44.99,Supplier E,Los Angeles,1661,127.9,0.22,Air,Route D,327.33,Pass
Accessories,SKU-000484,104.79,0,84,8802.36,501,24.89,165,13.9,DHL,96.33,Supplier C,Houston,873,105.57,8.56,Rail,Route C,132.56,Pass
Skincare,SKU-000485,127.45,1,364,46391.8,114,12.15,315,14.67,FedEx,61.93,Supplier E,Houston,1903,140.15,6.94,Sea,Route D,355.58,Pass
Cosmetics,SKU-000486,143.47,0,81,11621.07,644,14.31,489,4.11,FedEx,81.71,Supplier E,Los Angeles,1198,109.0,7.68,Air,Route A,393.52,Pass
Skincare,SKU-000487,116.33,1,268,31176.44,203,9.8,525,3.91,Amazon Logistics,15.39,Supplier E,Chicago,2150,115.87,8.36,Sea,Route E,243.2,Fail
Cosmetics,SKU-000488,11.86,0,407,4827.02,315,28.04,212,11.55,FedEx,42.74,Supplier C,Atlanta,1698,29.35,1.23,Rail,Route D,437.73,Pass
Fragrances,SKU-000489,72.03,0,197,14189.91,870,4.44,87,4.55,USPS,37.0,Supplier G,Dallas,847,65.83,8.22,Sea,Route A,117.83,Pass
Haircare,SKU-000490,108.37,1,470,50933.9,128,28.08,513,13.53,DHL,59.1,Supplier C,Seattle,4073,75.33,5.05,Air,Route A,175.48,Fail
Skincare,SKU-000491,26.69,0,182,4857.58,364,20.83,71,9.04,FedEx,86.81,Supplier D,San Francisco,2422,42.16,8.86,Air,Route B,92.07,Pass
Accessories,SKU-000492,76.62,0,489,37467.18,711,16.42,382,5.91,FedEx,12.44,Supplier G,Los Angeles,1653,81.64,8.87,Rail,Route B,144.9,Pass
Fragrances,SKU-000493,16.31,0,299,4876.69,996,1.95,493,12.66,UPS,11.89,Supplier D,Los Angeles,1715,47.16,0.24,Road,Route E,157.43,Pass
