Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing costs,Defect rates,Transportation modes,Routes,Costs,Inspection results,Profit,Cost_per_Shipment,Inventory_Gap,Revenue_per_Product,Profit_Margin,Total_Lead_Time
Cosmetics,SKU-000520,132.28,1,401,53044.28,977,20.09,177,8.21,USPS,74.22,Supplier G,Los Angeles,2404,110.52,7.48,Sea,Route A,295.36,Pass,52933.76,0.41696629213483144,800,131.95094527363185,99.79164577217374,28.3
Fragrances,SKU-000521,110.02,1,224,24644.48,849,3.03,131,8.19,DHL,38.71,Supplier D,Houston,3700,15.66,9.92,Road,Route B,394.41,Pass,24628.82,0.2932575757575758,718,109.53102222222222,99.93645635858415,11.219999999999999
Skincare,SKU-000522,149.0,1,471,70179.0,311,12.46,421,2.5,USPS,63.21,Supplier C,Atlanta,3443,37.3,3.97,Rail,Route D,453.05,Fail,70141.7,0.1497867298578199,-110,148.6843220338983,99.94685019735248,14.96
Fragrances,SKU-000523,25.51,1,129,3290.79,225,6.27,141,6.93,UPS,60.61,Supplier G,Atlanta,2156,113.54,4.16,Sea,Route B,405.37,Pass,3177.25,0.42683098591549296,84,25.313769230769232,96.54976464617918,13.2
Cosmetics,SKU-000524,21.47,0,391,8394.77,215,5.55,292,7.33,UPS,57.02,Supplier B,Atlanta,2908,68.38,1.72,Road,Route D,137.87,Pass,8326.390000000001,0.19460750853242323,-77,21.415229591836734,99.1854452236333,12.879999999999999
Accessories,SKU-000525,56.95,0,64,3644.8,706,24.99,313,11.27,DHL,65.85,Supplier G,Atlanta,1324,107.27,1.16,Air,Route E,319.86,Pass,3537.53,0.20971337579617833,393,56.073846153846155,97.05690298507463,36.26
Fragrances,SKU-000526,40.31,0,36,1451.16,891,2.22,417,12.76,USPS,29.65,Supplier D,New York,986,87.29,5.79,Rail,Route B,199.48,Fail,1363.8700000000001,0.07093301435406699,474,39.22054054054054,93.98481215027978,14.98
Accessories,SKU-000527,175.64,1,127,22306.28,419,13.16,490,8.63,USPS,13.04,Supplier D,Los Angeles,492,142.85,3.64,Sea,Route B,54.14,Pass,22163.43,0.02655804480651731,-71,174.2678125,99.35959738692422,21.79
Skincare,SKU-000528,51.65,1,230,11879.5,844,5.88,226,2.21,FedEx,16.33,Supplier E,Houston,1775,91.68,0.8,Rail,Route B,140.1,Pass,11787.82,0.07193832599118942,618,51.426406926406926,99.22825034723684,8.09
Accessories,SKU-000529,195.41,1,240,46898.4,103,26.5,129,4.32,Amazon Logistics,26.34,Supplier H,Dallas,3290,7.16,8.87,Road,Route C,100.95,Fail,46891.24,0.2026153846153846,-26,194.59917012448133,99.98473295464237,30.82
Accessories,SKU-000530,74.01,0,62,4588.62,739,17.15,459,3.31,UPS,52.52,Supplier A,Chicago,2546,56.17,1.98,Sea,Route D,429.22,Pass,4532.45,0.11417391304347826,280,72.8352380952381,98.77588468864276,20.459999999999997
Haircare,SKU-000531,44.6,1,304,13558.4,468,7.71,297,2.74,FedEx,84.84,Supplier G,Seattle,4005,25.74,7.49,Air,Route D,166.33,Fail,13532.66,0.2846979865771812,171,44.453770491803276,99.81015459051216,10.45
Haircare,SKU-000532,160.04,1,330,52813.2,805,15.57,587,6.12,UPS,71.62,Supplier D,Boston,3438,139.07,2.82,Air,Route B,178.11,Pass,52674.13,0.12180272108843539,218,159.55649546827794,99.73667567956495,21.69
Haircare,SKU-000533,135.15,1,410,55411.5,556,22.21,588,4.21,FedEx,79.96,Supplier F,Atlanta,3691,20.08,8.13,Road,Route C,481.97,Pass,55391.42,0.13575551782682513,-32,134.82116788321167,99.96376203495664,26.42
Accessories,SKU-000534,104.66,0,242,25327.72,390,28.79,501,4.06,Amazon Logistics,38.34,Supplier B,Boston,3866,61.22,1.18,Air,Route B,220.59,Fail,25266.5,0.07637450199203188,-111,104.22930041152264,99.75828854709385,32.85
Cosmetics,SKU-000535,115.52,1,167,19291.84,176,7.39,133,1.77,FedEx,43.44,Supplier F,Chicago,2627,37.78,7.56,Air,Route D,54.31,Pass,19254.06,0.32417910447761195,43,114.83238095238096,99.80416590641433,9.16
Accessories,SKU-000536,146.65,0,446,65405.9,458,26.7,496,1.25,UPS,42.4,Supplier C,Seattle,2281,127.77,0.98,Air,Route E,177.73,Pass,65278.130000000005,0.08531187122736418,-38,146.32192393736017,99.80465065078228,27.95
Cosmetics,SKU-000537,53.41,1,278,14847.98,973,28.09,340,2.44,USPS,23.23,Supplier G,Miami,3864,49.74,4.47,Air,Route C,103.68,Pass,14798.24,0.06812316715542523,633,53.21856630824372,99.66500493669847,30.53
Cosmetics,SKU-000538,199.3,0,30,5979.0,416,27.58,198,3.41,UPS,10.82,Supplier E,San Francisco,454,148.82,7.34,Air,Route C,96.26,Pass,5830.18,0.05437185929648242,218,192.8709677419355,97.51095500919887,30.99
Haircare,SKU-000539,195.21,0,412,80426.52,320,19.43,238,7.03,DHL,61.14,Supplier B,Houston,2731,10.6,1.73,Air,Route B,84.87,Fail,80415.92,0.25581589958158996,82,194.73733656174335,99.98682026774253,26.46
Fragrances,SKU-000540,133.56,0,62,8280.72,693,19.26,547,8.15,DHL,98.98,Supplier E,New York,1621,23.6,2.86,Air,Route E,316.97,Fail,8257.119999999999,0.1806204379562044,146,131.44,99.71500062796471,27.410000000000004
Skincare,SKU-000541,47.91,1,284,13606.44,654,12.69,511,2.97,DHL,20.85,Supplier A,Boston,2772,37.57,8.65,Sea,Route D,135.21,Pass,13568.87,0.04072265625,143,47.741894736842106,99.72388075058576,15.66
Haircare,SKU-000542,139.24,1,322,44835.28,428,22.82,80,6.95,DHL,9.44,Supplier D,Atlanta,3278,122.61,8.85,Air,Route A,212.56,Pass,44712.67,0.11654320987654321,348,138.80891640866872,99.72653232008365,29.77
Haircare,SKU-000543,23.72,0,290,6878.8,122,16.41,73,5.78,Amazon Logistics,79.06,Supplier H,Los Angeles,2437,132.38,0.45,Sea,Route D,437.91,Fail,6746.42,1.0683783783783785,49,23.638487972508592,98.0755364307728,22.19
Fragrances,SKU-000544,15.82,0,223,3527.86,972,20.65,557,3.57,USPS,29.0,Supplier B,Boston,728,15.36,1.68,Rail,Route D,240.95,Pass,3512.5,0.05197132616487455,415,15.749375,99.56460857290254,24.22
Skincare,SKU-000545,58.96,1,40,2358.4,971,13.43,84,1.1,USPS,83.82,Supplier C,Seattle,2779,9.71,1.17,Road,Route E,462.06,Pass,2348.69,0.9861176470588234,887,57.5219512195122,99.58828018995929,14.53
Accessories,SKU-000546,97.9,1,346,33873.4,964,22.21,190,7.54,UPS,71.87,Supplier H,Miami,4522,112.96,1.8,Air,Route C,274.07,Fail,33760.44,0.37628272251308903,774,97.6178674351585,99.66652299444402,29.75
Accessories,SKU-000547,174.97,0,192,33594.24,297,24.91,292,10.6,FedEx,94.84,Supplier G,Houston,1538,24.34,9.7,Road,Route D,229.48,Pass,33569.9,0.32368600682593857,5,174.06341968911917,99.92754710331296,35.51
Haircare,SKU-000548,148.16,1,32,4741.12,909,5.25,554,4.17,UPS,43.85,Supplier A,Los Angeles,1521,24.28,5.52,Air,Route C,387.68,Fail,4716.84,0.079009009009009,355,143.67030303030302,99.48788471922246,9.42
Skincare,SKU-000549,151.11,1,41,6195.51,834,25.15,410,2.85,UPS,67.89,Supplier A,San Francisco,1226,8.24,4.68,Sea,Route E,82.93,Pass,6187.27,0.16518248175182482,424,147.51214285714286,99.86700045678242,28.0
Haircare,SKU-000550,90.84,1,455,41332.2,92,16.67,346,13.42,UPS,49.16,Supplier E,Seattle,2783,12.22,9.84,Air,Route E,90.27,Pass,41319.979999999996,0.141671469740634,-254,90.64078947368421,99.97043467320877,30.090000000000003
Cosmetics,SKU-000551,75.73,1,83,6285.59,426,25.5,127,4.85,UPS,64.91,Supplier A,Miami,1880,43.23,5.57,Rail,Route B,343.39,Pass,6242.360000000001,0.507109375,299,74.82845238095238,99.31223640103794,30.35
Haircare,SKU-000552,80.5,0,19,1529.5,90,13.51,181,4.13,USPS,47.71,Supplier B,Los Angeles,1631,14.43,6.61,Road,Route A,269.12,Pass,1515.07,0.2621428571428571,-91,76.475,99.05655442955214,17.64
Haircare,SKU-000553,197.65,1,493,97441.45,219,11.99,471,13.0,FedEx,22.92,Supplier E,San Francisco,2014,58.49,3.33,Road,Route E,405.69,Pass,97382.95999999999,0.04855932203389831,-252,197.2498987854251,99.93997421015389,24.990000000000002
Accessories,SKU-000554,17.62,1,465,8193.3,995,27.54,225,12.44,UPS,53.25,Supplier H,Boston,1332,125.75,3.82,Rail,Route E,462.32,Pass,8067.549999999999,0.23561946902654868,770,17.582188841201717,98.46520937839455,39.98
Accessories,SKU-000555,174.74,0,63,11008.62,261,8.28,35,7.28,USPS,55.22,Supplier A,Seattle,2056,52.32,5.94,Sea,Route C,224.77,Pass,10956.300000000001,1.5338888888888889,226,172.0096875,99.52473607046115,15.559999999999999
Accessories,SKU-000556,119.95,0,61,7316.95,542,25.48,346,7.85,UPS,82.01,Supplier G,Dallas,492,110.54,0.7,Sea,Route E,318.38,Pass,7206.41,0.23634005763688762,196,118.01532258064516,98.48926123589747,33.33
Cosmetics,SKU-000557,93.34,1,157,14654.38,729,15.04,21,4.05,DHL,74.87,Supplier H,San Francisco,925,18.62,2.56,Rail,Route D,275.31,Pass,14635.759999999998,3.4031818181818183,708,92.74924050632912,99.87293901209058,19.09
Accessories,SKU-000558,147.8,1,169,24978.2,88,15.91,29,2.1,UPS,68.06,Supplier C,Miami,3063,100.61,1.97,Road,Route B,491.72,Pass,24877.59,2.268666666666667,59,146.93058823529412,99.59720876604399,18.01
Skincare,SKU-000559,102.47,1,379,38836.13,418,9.95,453,9.03,UPS,15.77,Supplier G,Dallas,2495,50.93,0.16,Air,Route B,423.99,Fail,38785.2,0.03473568281938326,-35,102.20034210526315,99.86885922979452,18.979999999999997
Fragrances,SKU-000560,175.95,1,23,4046.85,806,17.62,144,2.38,Amazon Logistics,73.46,Supplier F,Dallas,4245,113.71,5.37,Sea,Route D,460.28,Pass,3933.14,0.5066206896551724,662,168.61875,97.19016024809419,20.0
Skincare,SKU-000561,181.13,0,187,33871.31,200,10.43,100,7.29,DHL,52.53,Supplier B,New York,4995,24.76,5.61,Air,Route E,164.45,Pass,33846.549999999996,0.5200990099009901,100,180.16654255319148,99.9268997862793,17.72
Skincare,SKU-000562,90.13,0,421,37944.73,160,2.14,504,14.17,FedEx,89.94,Supplier C,Miami,1892,135.19,3.84,Road,Route A,397.64,Pass,37809.54,0.1780990099009901,-344,89.91642180094787,99.64371864024332,16.31
Accessories,SKU-000563,62.6,0,375,23475.0,529,8.89,169,14.34,UPS,92.39,Supplier C,Dallas,3164,40.17,2.69,Air,Route E,169.46,Pass,23434.83,0.5434705882352941,360,62.433510638297875,99.8288817891374,23.23
Fragrances,SKU-000564,122.55,1,62,7598.1,485,1.18,359,4.35,FedEx,10.24,Supplier E,Boston,1463,56.2,6.52,Rail,Route B,143.93,Pass,7541.900000000001,0.028444444444444446,126,120.60476190476192,99.26034140113977,5.529999999999999
Fragrances,SKU-000565,183.35,1,417,76456.95,96,29.37,148,9.74,DHL,82.96,Supplier D,Seattle,2448,142.78,1.35,Sea,Route A,474.92,Pass,76314.17,0.5567785234899328,-52,182.91136363636363,99.81325438694586,39.11
Fragrances,SKU-000566,50.03,1,344,17210.32,624,29.01,457,7.64,UPS,8.58,Supplier E,Seattle,3651,88.88,5.19,Sea,Route C,58.69,Pass,17121.44,0.018733624454148473,167,49.88498550724638,99.48356567454876,36.65
Cosmetics,SKU-000567,128.36,1,31,3979.16,786,12.46,520,13.26,Amazon Logistics,39.88,Supplier B,Boston,3728,58.04,7.68,Rail,Route C,484.42,Pass,3921.12,0.07654510556621881,266,124.34875,98.54140069763467,25.72
Accessories,SKU-000568,130.0,0,39,5070.0,415,22.12,77,4.8,USPS,56.52,Supplier B,New York,3436,142.69,1.64,Rail,Route E,117.17,Pass,4927.31,0.7246153846153847,338,126.75,97.18560157790928,26.92
Fragrances,SKU-000569,149.29,0,200,29858.0,118,11.03,217,1.05,Amazon Logistics,19.07,Supplier E,Houston,1665,52.72,7.53,Sea,Route E,418.75,Fail,29805.28,0.08747706422018349,-99,148.54726368159203,99.82343090628977,12.08
Cosmetics,SKU-000570,35.0,1,269,9415.0,348,20.46,230,3.28,Amazon Logistics,75.9,Supplier D,New York,3767,18.76,7.61,Sea,Route A,174.17,Fail,9396.24,0.32857142857142857,118,34.870370370370374,99.8007434944238,23.740000000000002
Haircare,SKU-000571,146.01,0,214,31246.14,993,24.36,64,5.89,USPS,5.79,Supplier G,Seattle,2313,149.54,0.6,Sea,Route A,207.82,Pass,31096.6,0.08907692307692308,929,145.33088372093022,99.52141288491954,30.25
Haircare,SKU-000572,182.72,1,68,12424.96,851,28.46,116,5.42,USPS,21.02,Supplier E,Houston,4196,43.84,0.19,Road,Route E,147.54,Pass,12381.119999999999,0.17965811965811965,735,180.071884057971,99.6471618419697,33.88
Cosmetics,SKU-000573,44.14,1,480,21187.2,345,12.61,298,12.08,USPS,60.18,Supplier B,New York,1119,128.43,9.74,Road,Route B,313.48,Pass,21058.77,0.20127090301003345,47,44.04823284823285,99.39383212505663,24.689999999999998
Cosmetics,SKU-000574,55.13,0,273,15050.49,252,23.72,554,10.53,UPS,72.87,Supplier D,Dallas,1384,29.0,1.93,Road,Route C,206.64,Pass,15021.49,0.1312972972972973,-302,54.92879562043795,99.80731524355684,34.25
Accessories,SKU-000575,194.57,1,475,92420.75,110,8.71,429,5.19,FedEx,92.08,Supplier B,Houston,162,111.05,8.22,Air,Route A,345.83,Pass,92309.7,0.21413953488372092,-319,194.16123949579833,99.87984300062486,13.900000000000002
Accessories,SKU-000576,44.39,1,21,932.19,995,29.72,480,7.41,FedEx,72.02,Supplier D,Seattle,2630,81.05,5.62,Road,Route B,57.04,Pass,851.1400000000001,0.14972972972972973,515,42.37227272727273,91.30542056876817,37.129999999999995
Haircare,SKU-000577,172.33,0,128,22058.24,879,1.75,410,2.34,USPS,68.82,Supplier D,Boston,3492,147.23,2.64,Sea,Route E,78.97,Pass,21911.010000000002,0.16744525547445255,469,170.9941085271318,99.33253967678291,4.09
Fragrances,SKU-000578,103.53,1,424,43896.72,363,18.5,63,13.57,Amazon Logistics,42.46,Supplier H,Atlanta,3372,85.16,1.3,Road,Route D,94.85,Pass,43811.56,0.6634375,300,103.2864,99.80599917260332,32.07
Haircare,SKU-000579,56.97,1,471,26832.87,210,20.13,46,14.1,DHL,5.12,Supplier E,Dallas,2369,8.63,4.97,Sea,Route A,238.55,Pass,26824.239999999998,0.10893617021276596,164,56.84930084745763,99.96783795397212,34.23
Fragrances,SKU-000580,175.44,0,299,52456.56,380,20.95,116,14.72,USPS,16.42,Supplier E,Dallas,4347,92.56,4.07,Rail,Route D,416.66,Fail,52364.0,0.14034188034188036,264,174.8552,99.82354923769306,35.67
Fragrances,SKU-000581,94.61,1,347,32829.67,577,4.49,567,13.16,Amazon Logistics,55.78,Supplier E,Atlanta,743,26.07,6.99,Air,Route B,449.68,Pass,32803.6,0.09820422535211268,10,94.33813218390804,99.92059012472559,17.65
Accessories,SKU-000582,107.82,0,257,27709.74,387,28.22,586,3.44,Amazon Logistics,69.14,Supplier D,San Francisco,4821,120.79,9.04,Air,Route C,160.16,Pass,27588.95,0.11778534923339012,-199,107.40209302325582,99.56408829530699,31.66
Skincare,SKU-000583,78.25,1,363,28404.75,655,6.25,238,1.65,UPS,44.66,Supplier D,Chicago,316,129.2,8.05,Rail,Route B,308.47,Pass,28275.55,0.18686192468619245,417,78.03502747252747,99.54514649838495,7.9
Skincare,SKU-000584,122.66,0,136,16681.76,353,19.06,204,9.11,UPS,74.41,Supplier B,Los Angeles,295,74.9,2.74,Sea,Route C,395.76,Fail,16606.859999999997,0.36297560975609755,149,121.7646715328467,99.55100660841542,28.169999999999998
Cosmetics,SKU-000585,41.07,0,84,3449.88,552,7.46,88,13.78,FedEx,54.58,Supplier C,Miami,3964,118.57,8.79,Air,Route B,179.97,Fail,3331.31,0.6132584269662921,464,40.58682352941177,96.56306886036616,21.24
Accessories,SKU-000586,84.31,0,370,31194.7,699,9.91,149,3.48,FedEx,12.05,Supplier E,New York,3373,26.04,8.33,Road,Route A,234.05,Pass,31168.66,0.08033333333333334,550,84.08274932614556,99.9165242813683,13.39
Fragrances,SKU-000587,194.19,1,213,41362.47,387,16.85,586,1.1,DHL,23.24,Supplier H,Chicago,2794,76.35,9.29,Sea,Route A,285.79,Fail,41286.12,0.03959114139693356,-199,193.28257009345796,99.81541237745232,17.950000000000003
Skincare,SKU-000588,59.05,0,58,3424.9,599,13.1,353,12.28,DHL,84.8,Supplier F,New York,3312,62.12,4.59,Air,Route D,110.69,Pass,3362.78,0.23954802259887004,246,58.04915254237288,98.1862244153114,25.38
Fragrances,SKU-000589,134.78,0,88,11860.64,688,5.65,173,2.08,DHL,73.87,Supplier B,Chicago,2855,93.64,7.69,Rail,Route B,61.69,Pass,11767.0,0.4245402298850575,515,133.26561797752808,99.21049791579544,7.73
Skincare,SKU-000590,71.79,0,450,32305.5,324,5.96,566,6.79,DHL,90.0,Supplier B,Houston,1621,11.45,5.92,Sea,Route B,118.76,Pass,32294.05,0.15873015873015872,-242,71.63082039911308,99.96455711875687,12.75
Skincare,SKU-000591,156.96,0,488,76596.48,213,13.13,98,10.5,Amazon Logistics,16.17,Supplier A,Boston,1180,114.06,3.11,Air,Route D,332.08,Pass,76482.42,0.16333333333333336,115,156.63901840490797,99.85108976287161,23.630000000000003
Skincare,SKU-000592,34.87,0,250,8717.5,492,22.96,598,4.32,Amazon Logistics,99.07,Supplier E,Miami,821,16.47,9.94,Rail,Route E,83.13,Pass,8701.03,0.1653923205342237,-106,34.73107569721115,99.8110696874104,27.28
Accessories,SKU-000593,194.27,1,358,69548.66,368,27.04,432,2.18,FedEx,24.89,Supplier G,Miami,1662,100.19,0.38,Sea,Route B,135.36,Pass,69448.47,0.05748267898383372,-64,193.72885793871868,99.85594258753511,29.22
Haircare,SKU-000594,96.22,1,163,15683.86,638,3.44,565,11.78,UPS,6.12,Supplier B,New York,739,7.68,1.62,Road,Route B,202.03,Fail,15676.18,0.010812720848056538,73,95.63329268292684,99.95103246267182,15.219999999999999
Fragrances,SKU-000595,54.85,1,283,15522.55,553,12.4,188,9.82,UPS,99.76,Supplier A,Atlanta,4360,125.62,8.93,Sea,Route B,85.04,Fail,15396.929999999998,0.5278306878306879,365,54.6568661971831,99.19072575060154,22.22
Accessories,SKU-000596,23.96,1,105,2515.8,735,3.91,534,14.84,USPS,31.7,Supplier F,Houston,4410,30.33,0.61,Road,Route E,136.26,Fail,2485.4700000000003,0.05925233644859813,201,23.733962264150946,98.79441927021226,18.75
Accessories,SKU-000597,42.25,1,223,9421.75,436,1.48,333,5.82,Amazon Logistics,68.46,Supplier H,San Francisco,3887,79.75,8.87,Sea,Route A,460.07,Pass,9342.0,0.2049700598802395,103,42.06138392857143,99.1535542760103,7.300000000000001
Accessories,SKU-000598,108.76,1,303,32954.28,919,20.19,51,1.86,DHL,21.78,Supplier F,Miami,3836,42.92,7.15,Rail,Route D,58.68,Pass,32911.36,0.41884615384615387,868,108.40223684210525,99.8697589508859,22.05
Accessories,SKU-000599,74.03,1,218,16138.54,882,18.47,306,11.28,DHL,60.12,Supplier G,Los Angeles,189,109.78,0.37,Road,Route E,344.04,Pass,16028.76,0.19583061889250813,576,73.69196347031964,99.31976498493668,29.75
Accessories,SKU-000600,167.49,0,352,58956.48,937,5.73,62,8.3,USPS,90.88,Supplier E,New York,3021,51.6,4.29,Road,Route C,222.98,Fail,58904.880000000005,1.4425396825396826,875,167.01552407932013,99.91247781414359,14.030000000000001
Cosmetics,SKU-000601,91.87,1,97,8911.39,652,7.78,20,3.98,UPS,35.42,Supplier D,Dallas,1351,110.07,7.54,Sea,Route C,352.69,Pass,8801.32,1.6866666666666668,632,90.93255102040816,98.7648391552833,11.76
Fragrances,SKU-000602,57.26,0,315,18036.9,799,1.69,592,11.94,DHL,68.67,Supplier A,Los Angeles,1202,46.31,5.83,Air,Route E,314.91,Fail,17990.59,0.11580101180438448,207,57.07879746835444,99.74324856266874,13.629999999999999
Accessories,SKU-000603,127.26,0,273,34741.98,825,25.21,289,3.85,UPS,22.85,Supplier D,Seattle,4803,114.11,9.36,Road,Route E,150.57,Fail,34627.87,0.07879310344827586,536,126.79554744525548,99.67155009587823,29.060000000000002
Fragrances,SKU-000604,144.29,1,434,62621.86,740,29.27,199,4.65,USPS,64.36,Supplier F,New York,448,9.44,8.68,Sea,Route A,431.24,Pass,62612.42,0.3218,541,143.95829885057472,99.98492539186795,33.92
Cosmetics,SKU-000605,41.74,0,399,16654.26,543,4.93,537,2.3,UPS,36.96,Supplier F,New York,4013,46.08,3.33,Rail,Route C,271.37,Pass,16608.179999999997,0.06869888475836432,6,41.63565,99.72331403496761,7.2299999999999995
Cosmetics,SKU-000606,41.85,0,334,13977.9,539,7.71,122,6.59,UPS,25.06,Supplier C,Dallas,4152,77.3,0.85,Sea,Route D,420.14,Fail,13900.6,0.20373983739837398,417,41.72507462686567,99.446984167865,14.3
Fragrances,SKU-000607,16.97,0,437,7415.89,770,26.18,29,6.87,UPS,34.75,Supplier C,Houston,3041,11.53,9.44,Sea,Route B,232.71,Pass,7404.360000000001,1.1583333333333334,741,16.931255707762556,99.84452304443566,33.05
Skincare,SKU-000608,149.92,0,386,57869.12,122,27.87,109,8.2,DHL,21.99,Supplier H,Dallas,345,31.97,5.17,Road,Route B,493.11,Fail,57837.15,0.1999090909090909,13,149.53260981912146,99.9447546463468,36.07
Haircare,SKU-000609,136.12,1,329,44783.48,558,13.17,245,10.93,FedEx,90.68,Supplier G,Miami,371,140.51,0.74,Air,Route A,396.72,Pass,44642.97,0.3686178861788618,313,135.70751515151517,99.68624591032228,24.1
Skincare,SKU-000610,100.18,1,166,16629.88,439,2.47,145,13.69,Amazon Logistics,42.73,Supplier C,Boston,2130,146.64,8.17,Rail,Route A,484.68,Pass,16483.24,0.2926712328767123,294,99.58011976047905,99.11821372132572,16.16
Skincare,SKU-000611,170.39,1,165,28114.35,668,2.14,228,2.93,UPS,28.3,Supplier C,New York,4598,112.26,8.69,Road,Route C,281.45,Fail,28002.09,0.12358078602620087,440,169.36355421686747,99.60070213254086,5.07
Skincare,SKU-000612,163.08,1,148,24135.84,906,17.64,116,1.76,UPS,47.6,Supplier G,Seattle,3287,41.57,6.39,Road,Route D,263.16,Pass,24094.27,0.40683760683760684,790,161.9855033557047,99.82776650823008,19.400000000000002
Accessories,SKU-000613,121.22,1,130,15758.6,344,12.39,93,1.26,UPS,35.45,Supplier B,Atlanta,3606,42.78,4.48,Road,Route D,389.95,Pass,15715.82,0.3771276595744681,251,120.29465648854962,99.72852918406457,13.65
Cosmetics,SKU-000614,174.97,1,74,12947.78,418,1.83,210,3.01,FedEx,75.72,Supplier C,New York,1565,98.64,6.62,Rail,Route E,446.13,Pass,12849.140000000001,0.3588625592417062,208,172.63706666666667,99.23817055896842,4.84
Skincare,SKU-000615,49.11,1,116,5696.76,845,17.91,75,10.21,USPS,97.27,Supplier B,Dallas,1295,22.05,7.07,Air,Route A,483.87,Pass,5674.71,1.2798684210526314,770,48.69025641025641,99.61293788047942,28.12
Cosmetics,SKU-000616,31.26,1,156,4876.56,914,1.33,572,11.18,DHL,46.61,Supplier B,Chicago,3187,142.5,8.93,Rail,Route B,196.05,Pass,4734.06,0.08134380453752181,342,31.060891719745225,97.07785816231113,12.51
Fragrances,SKU-000617,61.25,1,146,8942.5,743,23.83,51,12.01,FedEx,86.8,Supplier E,New York,3108,37.6,9.56,Rail,Route B,409.42,Pass,8904.9,1.669230769230769,692,60.833333333333336,99.57953592395862,35.839999999999996
Haircare,SKU-000618,20.85,1,420,8757.0,598,9.89,546,4.41,UPS,58.76,Supplier B,New York,3923,149.95,5.14,Air,Route C,144.79,Pass,8607.05,0.10742230347349177,52,20.80047505938242,98.28765558981387,14.3
Fragrances,SKU-000619,110.92,0,171,18967.32,698,2.17,593,5.28,FedEx,19.94,Supplier B,Seattle,1714,76.88,7.98,Rail,Route B,295.51,Pass,18890.44,0.03356902356902357,105,110.27511627906976,99.59467125561228,7.45
Fragrances,SKU-000620,187.96,1,437,82138.52,899,18.06,303,7.76,FedEx,70.61,Supplier C,Seattle,1226,116.86,9.65,Sea,Route D,130.93,Pass,82021.66,0.23226973684210525,596,187.5308675799087,99.85772814021972,25.82
Accessories,SKU-000621,17.48,0,461,8058.28,617,12.53,513,1.88,FedEx,53.78,Supplier B,New York,4479,5.32,1.51,Rail,Route D,206.33,Pass,8052.96,0.10463035019455254,104,17.442164502164502,99.93398094878808,14.41
Haircare,SKU-000622,33.2,0,109,3618.8,236,29.24,206,9.56,USPS,66.81,Supplier D,Chicago,616,133.87,0.18,Road,Route A,469.11,Pass,3484.9300000000003,0.3227536231884058,30,32.89818181818182,96.30070741682326,38.8
Fragrances,SKU-000623,95.92,0,347,33284.24,902,16.78,517,14.77,Amazon Logistics,89.52,Supplier G,Boston,2765,44.15,8.69,Rail,Route C,115.74,Fail,33240.09,0.17281853281853282,385,95.64436781609194,99.86735463991366,31.55
Fragrances,SKU-000624,187.44,0,408,76475.52,819,8.98,461,6.05,DHL,46.84,Supplier C,San Francisco,1401,101.85,1.95,Road,Route B,334.58,Pass,76373.67,0.1013852813852814,358,186.98171149144255,99.86682012753884,15.030000000000001
Haircare,SKU-000625,70.07,1,316,22142.12,494,21.57,149,11.54,USPS,90.61,Supplier G,Chicago,711,121.92,0.42,Rail,Route A,316.83,Pass,22020.2,0.6040666666666666,345,69.84895899053627,99.44937521791049,33.11
Haircare,SKU-000626,106.37,0,150,15955.5,619,8.87,311,8.0,USPS,76.31,Supplier A,Chicago,849,28.8,1.6,Road,Route E,104.33,Pass,15926.7,0.24458333333333335,308,105.66556291390728,99.81949797875342,16.869999999999997
Fragrances,SKU-000627,17.9,1,92,1646.8,412,27.22,133,2.79,Amazon Logistics,51.42,Supplier C,Chicago,1956,69.16,3.84,Road,Route E,196.69,Pass,1577.6399999999999,0.3837313432835821,279,17.70752688172043,95.80034005343695,30.009999999999998
Haircare,SKU-000628,38.19,1,186,7103.34,172,11.87,218,9.15,USPS,62.31,Supplier B,Boston,499,76.61,2.19,Road,Route B,303.34,Pass,7026.7300000000005,0.2845205479452055,-46,37.98577540106952,98.92149326936344,21.02
Fragrances,SKU-000629,197.46,0,207,40874.22,237,16.95,32,5.2,FedEx,35.93,Supplier D,Houston,1626,50.26,3.05,Air,Route B,134.23,Pass,40823.96,1.0887878787878789,205,196.51067307692307,99.87703740890957,22.15
Fragrances,SKU-000630,193.37,1,121,23397.77,791,2.47,290,1.48,FedEx,98.44,Supplier G,Houston,2124,74.85,9.75,Rail,Route B,410.28,Pass,23322.920000000002,0.33828178694158073,501,191.785,99.68009771871422,3.95
Accessories,SKU-000631,10.94,0,65,711.1,729,13.36,234,9.89,UPS,68.4,Supplier C,Chicago,419,51.04,7.04,Rail,Route D,487.47,Fail,660.0600000000001,0.29106382978723405,495,10.774242424242425,92.82238784981016,23.25
Skincare,SKU-000632,190.84,0,469,89503.96,469,25.14,463,13.03,USPS,9.17,Supplier D,San Francisco,435,57.31,7.12,Sea,Route B,146.64,Pass,89446.65000000001,0.019762931034482758,6,190.43395744680853,99.93596931353652,38.17
Fragrances,SKU-000633,131.43,1,188,24708.84,675,24.36,531,5.83,UPS,36.03,Supplier G,Dallas,2198,102.05,0.95,Sea,Route E,134.11,Pass,24606.79,0.06772556390977444,144,130.73460317460317,99.58698991939727,30.189999999999998
